classcode,species_definition,campus,method,survey_year,year,month,day,site,zone,transect,count,size,disease,depth,observer,notes,site_name_old
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2017,2017,9,15,CASPAR_1,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2017,2017,9,16,CASPAR_1,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2017,2017,9,16,CASPAR_1,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2017,2017,9,16,CASPAR_1,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2017,2017,9,16,CASPAR_1,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2017,2017,9,16,RUSSIAN_GULCH_1,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2017,2017,9,16,RUSSIAN_GULCH_1,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2017,2017,9,16,RUSSIAN_GULCH_1,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2017,2017,9,16,RUSSIAN_GULCH_1,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2017,2017,9,17,RUSSIAN_GULCH_1,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2017,2017,9,17,RUSSIAN_GULCH_1,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2017,2017,9,28,RUSSIAN_GULCH_3,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2017,2017,9,28,RUSSIAN_GULCH_3,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2017,2017,9,29,RUSSIAN_GULCH_3,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2017,2017,9,29,RUSSIAN_GULCH_3,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2017,2017,9,29,RUSSIAN_GULCH_3,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2017,2017,9,29,RUSSIAN_GULCH_3,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,6,19,CASPAR_2,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,6,19,CASPAR_2,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,6,19,CASPAR_2,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,6,19,CASPAR_2,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,6,19,CASPAR_2,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,6,19,CASPAR_2,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,6,20,CASPAR_1,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,6,20,CASPAR_1,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,6,20,CASPAR_1,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,6,20,CASPAR_1,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,6,20,CASPAR_1,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,6,20,CASPAR_1,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,14,POINT_CABRILLO_3,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,14,POINT_CABRILLO_3,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,14,POINT_CABRILLO_3,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,14,POINT_CABRILLO_3,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,14,POINT_CABRILLO_3,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,14,POINT_CABRILLO_3,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,15,POINT_CABRILLO_2,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,15,POINT_CABRILLO_2,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,15,POINT_CABRILLO_2,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,15,POINT_CABRILLO_2,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,15,POINT_CABRILLO_2,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,15,POINT_CABRILLO_2,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,23,TRINIDAD_2,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,23,TRINIDAD_2,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,23,TRINIDAD_2,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,23,TRINIDAD_2,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,23,TRINIDAD_2,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,24,TRINIDAD_2,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,24,TRINIDAD_3,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,24,TRINIDAD_3,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,24,TRINIDAD_3,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,24,TRINIDAD_3,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,24,TRINIDAD_3,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,24,TRINIDAD_3,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,28,PYRAMID_POINT_3,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,28,PYRAMID_POINT_3,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,28,PYRAMID_POINT_3,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,28,PYRAMID_POINT_3,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,28,PYRAMID_POINT_3,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,28,PYRAMID_POINT_3,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,29,PYRAMID_POINT_2,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,29,PYRAMID_POINT_2,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,29,PYRAMID_POINT_2,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,29,PYRAMID_POINT_2,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,29,PYRAMID_POINT_2,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,29,PYRAMID_POINT_2,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,30,PYRAMID_POINT_1,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,30,PYRAMID_POINT_1,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,30,PYRAMID_POINT_1,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,30,PYRAMID_POINT_1,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,30,PYRAMID_POINT_1,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,31,BROOKINGS_3,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,31,BROOKINGS_3,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,31,BROOKINGS_3,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,31,BROOKINGS_3,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,7,31,PYRAMID_POINT_1,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,14,TEN_MILE_1,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,14,TEN_MILE_1,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,14,TEN_MILE_1,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,14,TEN_MILE_1,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,14,TEN_MILE_1,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,14,TEN_MILE_1,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,15,TEN_MILE_2,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,15,TEN_MILE_2,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,15,TEN_MILE_2,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,15,TEN_MILE_2,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,15,TEN_MILE_2,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,15,TEN_MILE_2,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,16,ABALONE_POINT_1,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,16,ABALONE_POINT_1,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,16,ABALONE_POINT_1,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,16,ABALONE_POINT_1,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,16,ABALONE_POINT_1,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,16,ABALONE_POINT_1,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,17,ABALONE_POINT_2,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,17,ABALONE_POINT_2,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,17,ABALONE_POINT_2,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,17,ABALONE_POINT_2,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,29,TEN_MILE_3,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,29,TEN_MILE_3,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,29,TEN_MILE_3,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,29,TEN_MILE_3,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,29,TEN_MILE_3,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,29,TEN_MILE_3,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,30,ABALONE_POINT_3,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,30,ABALONE_POINT_3,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,30,ABALONE_POINT_3,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,30,ABALONE_POINT_3,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,30,ABALONE_POINT_3,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,8,30,ABALONE_POINT_3,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,9,14,ABALONE_POINT_2,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,9,14,ABALONE_POINT_2,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,9,14,POINT_CABRILLO_1,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,9,14,POINT_CABRILLO_1,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,9,14,POINT_CABRILLO_1,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,9,14,POINT_CABRILLO_1,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,9,15,POINT_CABRILLO_1,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,9,15,POINT_CABRILLO_1,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,9,16,CASPAR_3,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,9,16,CASPAR_3,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,9,16,CASPAR_3,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,9,16,CASPAR_3,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,9,16,CASPAR_3,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2018,2018,9,16,CASPAR_3,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,6,10,CASPAR_2,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,6,10,CASPAR_2,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,6,10,CASPAR_2,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,6,10,CASPAR_2,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,6,10,CASPAR_2,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,6,10,CASPAR_2,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,6,28,POINT_CABRILLO_3,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,6,28,POINT_CABRILLO_3,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,6,28,POINT_CABRILLO_3,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,6,28,POINT_CABRILLO_3,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,9,POINT_CABRILLO_1,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,9,POINT_CABRILLO_1,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,9,POINT_CABRILLO_1,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,9,POINT_CABRILLO_1,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,9,POINT_CABRILLO_3,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,9,POINT_CABRILLO_3,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,10,CASPAR_3,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,10,CASPAR_3,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,10,CASPAR_3,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,10,CASPAR_3,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,10,CASPAR_3,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,10,CASPAR_3,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,10,POINT_CABRILLO_1,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,10,POINT_CABRILLO_1,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,10,POINT_CABRILLO_2,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,10,POINT_CABRILLO_2,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,10,POINT_CABRILLO_2,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,10,POINT_CABRILLO_2,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,11,CASPAR_1,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,11,CASPAR_1,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,11,CASPAR_1,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,11,CASPAR_1,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,11,POINT_CABRILLO_2,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,11,POINT_CABRILLO_2,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,21,TRINIDAD_3,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,21,TRINIDAD_3,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,21,TRINIDAD_3,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,21,TRINIDAD_3,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,21,TRINIDAD_3,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,21,TRINIDAD_3,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,22,TRINIDAD_2,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,22,TRINIDAD_2,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,22,TRINIDAD_2,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,22,TRINIDAD_2,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,22,TRINIDAD_2,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,7,22,TRINIDAD_2,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,9,DOUBLE_CONE_1,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,9,DOUBLE_CONE_1,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,9,DOUBLE_CONE_1,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,9,DOUBLE_CONE_1,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,9,DOUBLE_CONE_1,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,9,DOUBLE_CONE_1,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,10,DOUBLE_CONE_2,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,10,DOUBLE_CONE_2,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,10,DOUBLE_CONE_2,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,10,DOUBLE_CONE_2,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,10,DOUBLE_CONE_2,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,10,DOUBLE_CONE_2,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,11,TEN_MILE_1,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,11,TEN_MILE_1,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,11,TEN_MILE_1,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,11,TEN_MILE_1,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,11,TEN_MILE_1,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,19,TEN_MILE_1,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,19,TEN_MILE_2,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,19,TEN_MILE_2,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,19,TEN_MILE_2,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,19,TEN_MILE_2,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,19,TEN_MILE_2,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,19,TEN_MILE_2,OUTER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,20,TEN_MILE_3,INNER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,20,TEN_MILE_3,INNER,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,20,TEN_MILE_3,MID,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,20,TEN_MILE_3,MID,2,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,20,TEN_MILE_3,OUTER,1,0,,,,,,
EUGRUB,Eugorgia rubens,HSU,SBTL_SWATH_HSU,2019,2019,8,20,TEN_MILE_3,OUTER,2,0,,,,,,
