sample_type,sample_subtype,campus,pisco_classcode,orig_classcode,crane_code,genus,species,common_name,max_total_length,notes,size_cutoff,LOOKED1999,LOOKED2000,LOOKED2001,LOOKED2002,LOOKED2003,LOOKED2004,LOOKED2005,LOOKED2006,LOOKED2007,LOOKED2008,LOOKED2009,LOOKED2010,LOOKED2011,LOOKED2012,LOOKED2013,LOOKED2014,LOOKED2015,LOOKED2016,LOOKED2017,LOOKED2018,LOOKED2019,LOOKED2020,LOOKED2021,LOOKED2022,LOOKED2023,LOOKED2024,Taxonomic_source,AphiaID,ScientificName,Kingdom,Phylum,Class,Order,Family
SIZEFREQ,INVERT,UCSC,STRPUR,STRPURAD,,Strongylocentrotus,purpuratus,Purple Urchin,,,,,,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,240747,Strongylocentrotus purpuratus,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae
SIZEFREQ,INVERT,UCSC,STRPUR,STRPURREC,,Strongylocentrotus,purpuratus,Purple Urchin,,,,,,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,240747,Strongylocentrotus purpuratus,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae
SIZEFREQ,INVERT,UCSC,STRPUR,STRPUR,,Strongylocentrotus,purpuratus,Purple Urchin,,,,,,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,240747,Strongylocentrotus purpuratus,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae
SIZEFREQ,INVERT,VRG,STRPUR,Strongylocentrotus purpuratus,,Strongylocentrotus,purpuratus,Purple Urchin,,,,,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,240747,Strongylocentrotus purpuratus,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae
SIZEFREQ,INVERT,HSU,STYFOR,STYFOR,,Stylasterias,forreri,Velcro Star,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,WoRMS,255062,Stylasterias forreri,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
SIZEFREQ,INVERT,UCSC,STYFOR,STYFOR,,Stylasterias,forreri,Velcro Star,,,">2.5cm, diameter",,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,255062,Stylasterias forreri,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae
SIZEFREQ,INVERT,UCSC,DELETE,URCHIN,,,,,,,,,,,,X,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,removed,,,,,
SWATH,ALGAE,HSU,ALAMAR,ALAMAR,ALAMAR,Alaria,marginata,Alaria,,,all sizes,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,371791,Alaria marginata,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae
SWATH,ALGAE,UCSB,ALAMAR,ALAMAR,ALAMAR,Alaria,marginata,Alaria,,,all sizes,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,371791,Alaria marginata,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae
SWATH,ALGAE,UCSC,ALAMAR,ALAMAR,ALAMAR,Alaria,marginata,Alaria,,,all sizes,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,371791,Alaria marginata,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Alariaceae
SWATH,ALGAE,HSU,COSCOS,COSCOS,COSCOS,Costaria,costata,Costaria,,,">10cm, width",,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,371985,Costaria costata,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae
SWATH,ALGAE,UCSB,COSCOS,COSCOS,COSCOS,Costaria,costata,Costaria,,This species was sampled at northern California sites since 1999 but only at southern California sites starting in 2004 ,">10cm, width",,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,371985,Costaria costata,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae
SWATH,ALGAE,UCSC,COSCOS,COSCOS,COSCOS,Costaria,costata,Costaria,,This species was sampled at northern California sites since 1999 but only at southern California sites starting in 2004 ,">10cm, width",,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,371985,Costaria costata,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae
SWATH,ALGAE,VRG,DESLIG,Desmarestia ligulata,,Desmarestia,ligulata,Acid Weed,,,"30cm, total height",,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,145309,Desmarestia ligulata,Chromista,Ochrophyta,Phaeophyceae,Desmarestiales,Desmarestiaceae
SWATH,ALGAE,UCSB,DICSPP,DICSPP,,Dictyoneurum,californicum/reticulatum,Dictyoneurum,,"Not sampled in swath surveys after 2000 (sampled UPC), delete. This species group was sampled on UPC trasects starting in 2001",,X,X,,,,,,,,,,,,,,,,,,,,,,,,,WoRMS,372515/503878,Dictyoneurum californicum/reticulatum,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae
SWATH,ALGAE,UCSB,DICSPP,DICCAL,,Dictyoneurum,californicum/reticulatum,Dictyoneurum,,"Not sampled in swath surveys after 2000 (sampled UPC), delete. This species group was sampled on UPC trasects starting in 2001",,X,X,,,,,,,,,,,,,,,,,,,,,,,,,WoRMS,372515/503878,Dictyoneurum californicum/reticulatum,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae
SWATH,ALGAE,UCSB,DICSPP,DICRET,,Dictyoneurum,californicum/reticulatum,Dictyoneurum,,"Not sampled in swath surveys after 2000 (sampled UPC), delete. This species group was sampled on UPC trasects starting in 2001",,X,X,,,,,,,,,,,,,,,,,,,,,,,,,WoRMS,372515/503878,Dictyoneurum californicum/reticulatum,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae
SWATH,ALGAE,UCSC,DICSPP,DICSPP,,Dictyoneurum,californicum/reticulatum,Dictyoneurum,,Not sampled in swath surveys after 2000 (sampled UPC). This species group was sampled on UPC trasects starting in 2001,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,WoRMS,372515/503878,Dictyoneurum californicum/reticulatum,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae
SWATH,ALGAE,UCSC,DICSPP,DICCAL,,Dictyoneurum,californicum/reticulatum,Dictyoneurum,,Not sampled in swath surveys after 2000 (sampled UPC). This species group was sampled on UPC trasects starting in 2001,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,WoRMS,372515/503878,Dictyoneurum californicum/reticulatum,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae
SWATH,ALGAE,UCSC,DICSPP,DICRET,,Dictyoneurum,californicum/reticulatum,Dictyoneurum,,Not sampled in swath surveys after 2000 (sampled UPC). This species group was sampled on UPC trasects starting in 2001,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,WoRMS,372515/503878,Dictyoneurum californicum/reticulatum,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Costariaceae
SWATH,ALGAE,UCSB,EGRMEN,EGRMEN,,Egregia,menziesii,Egregia,,"Not sampled in swath surveys after 2003 (sampled UPC). This species was only sampled in 1999, 2002, 2003 at southern California sites",,X,,,X,X,,,,,,,,,,,,,,,,,,,,,,WoRMS,372502,Egregia menziesii,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae
SWATH,ALGAE,VRG,EGRMEN,Egregia menziesii,,Egregia,menziesii,Egregia,,,">30cm, total height",,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,372502,Egregia menziesii,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae
SWATH,ALGAE,HSU,EISARBAD,EISARB,EISARB,Eisenia,arborea,Southern Sea Palm,,adult stipe height > 30cm.,">30cm, stipe height",,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,371990,Eisenia arborea,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae
SWATH,ALGAE,UCSB,EISARBAD,EISARBAD,EISARB,Eisenia,arborea,Southern Sea Palm,,,">30cm, stipe height",,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,WoRMS,371990,Eisenia arborea,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae
SWATH,ALGAE,UCSC,EISARBAD,EISARB,EISARB,Eisenia,arborea,Southern Sea Palm,,adult stipe height > 30cm. ,">30cm, stipe height",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,371990,Eisenia arborea,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae
SWATH,ALGAE,UCSC,EISARBAD,EISARBAD,EISARB,Eisenia,arborea,Southern Sea Palm,,adult stipe height > 30cm. ,">30cm, stipe height",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,371990,Eisenia arborea,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae
SWATH,ALGAE,HSU,EISARBJUV,EISARBJUV,EISARB,Eisenia,arborea,Southern Sea Palm,,Added in 2024 to measure kelp recruitment and to distinguish from other laminariales juveniles - EISARB recruit between the size at which it becomes identifyable to species and the point when it reaches 30 cm stipe length,"<30cm, stipe height",,,,,,,,,,,,,,,,,,,,,,,,,,X,WoRMS,371990,Eisenia arborea,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae
SWATH,ALGAE,UCSC,EISARBJUV,EISARBJUV,EISARB,Eisenia,arborea,Southern Sea Palm,,Added in 2024 to measure kelp recruitment and to distinguish from other laminariales juveniles - EISARB recruit between the size at which it becomes identifyable to species and the point when it reaches 30 cm stipe length,"<30cm, stipe height",,,,,,,,,,,,,,,,,,,,,,,,,,X,WoRMS,371990,Eisenia arborea,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae
SWATH,ALGAE,UCSB,EISARBADSUB,EISARBADSUB,,Eisenia,arborea,Southern Sea Palm,,"This also includes individuals with stipe height >30cm, double counted as EISARBAD. ",">30cm, total height",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,371990,Eisenia arborea,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae
SWATH,ALGAE,UCSB,EISARBADSUB,EISARBAD+SUB,,Eisenia,arborea,Southern Sea Palm,,"This also includes individuals with stipe height >30cm, double counted as EISARBAD. ",">30cm, total height",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,371990,Eisenia arborea,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae
SWATH,ALGAE,VRG,EISARBADSUB,Eisenia arborea,EISARB,Eisenia,arborea,Southern Sea Palm,,"This also includes individuals with stipe height >30cm, double counted as EISARBAD",">30cm, total height",,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,371990,Eisenia arborea,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae
SWATH,ALGAE,HSU,LAMFAR,LAMFAR,LAMFAR,Laminaria,farlowii,Oar Weed,,,">10cm, blade width",,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,372698,Laminaria farlowii,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSB,LAMFAR,LAMFAR,LAMFAR,Laminaria,farlowii,Oar Weed,,This species was grouped as Laminaria spp. prior to 2002,">10cm, blade width",,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,372698,Laminaria farlowii,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSC,LAMFAR,LAMFAR,LAMFAR,Laminaria,farlowii,Oar Weed,,This species was grouped as Laminaria spp. prior to 2002,">10cm, blade width",,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,372698,Laminaria farlowii,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,VRG,LAMFAR,Laminaria farlowii,LAMFAR,Laminaria,farlowii,Oar Weed,,,">10cm, blade width",,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,372698,Laminaria farlowii,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSC,LAMREC,LAMJUV,,NA,NA,Laminariales juvenile - smaller than can be ID'd as MACPYRJUV or other Laminariales spp.,,"Added in 2023 to measure kelp recruitment - laminariales recruit smaller than size at which MACPYR develops a ""ruffle"" making it identifyable to species",NA,,,,,,,,,,,,,,,,,,,,,,,,,X,X,WoRMS,845,Laminariales,Chromista,Ochrophyta,Phaeophyceae,Laminariales,
SWATH,ALGAE,HSU,LAMREC,LAMJUV,,NA,NA,Laminariales juvenile - smaller than can be ID'd as MACPYRJUV or other Laminariales spp.,,"Added in 2023 to measure kelp recruitment - laminariales recruit smaller than size at which MACPYR develops a ""ruffle"" making it identifyable to species",NA,,,,,,,,,,,,,,,,,,,,,,,,,X,X,WoRMS,845,Laminariales,Chromista,Ochrophyta,Phaeophyceae,Laminariales,
SWATH,ALGAE,HSU,LAMSAC,LAMSAC,,Saccharina,latissima,Setchell's Kelp,,,">10cm, blade width",,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,234483,Saccharina latissima,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,HSU,LAMSETAD,LAMSET,LAMSET,Laminaria,setchellii,Setchell's Kelp,,,">30cm, stipe height",,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,240748,Laminaria setchellii,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,HSU,LAMSETJUV,LAMSETJUV,,Laminaria,setchellii,Setchell's Kelp (<30cm stipe height),,Added in 2023 to measure kelp recruitment - LAMSET recruit between the size at which it becomes identifyable to species and the point when it reaches 30 cm stipe length,"<30cm, stipe height",,,,,,,,,,,,,,,,,,,,,,,,,X,X,WoRMS,240748,Laminaria setchellii,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSC,LAMSETJUV,LAMSETJUV,,Laminaria,setchellii,Setchell's Kelp (<30cm stipe height),,Added in 2023 to measure kelp recruitment - LAMSET recruit between the size at which it becomes identifyable to species and the point when it reaches 30 cm stipe length,"<30cm, stipe height",,,,,,,,,,,,,,,,,,,,,,,,,X,X,WoRMS,240748,Laminaria setchellii,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSB,LAMSETAD,LAMSETAD,LAMSET,Laminaria,setchellii,Setchell's Kelp,,This species was grouped as Laminaria spp. prior to 2003,">30cm, stipe height",,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,WoRMS,240748,Laminaria setchellii,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSC,LAMSETAD,LAMSETAD,LAMSET,Laminaria,setchellii,Setchell's Kelp,,This species was grouped as Laminaria spp. prior to 2003,">30cm, stipe height",,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,240748,Laminaria setchellii,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSC,LAMSETAD,LAMSET,LAMSET,Laminaria,setchellii,Setchell's Kelp,,This species was grouped as Laminaria spp. prior to 2002,">30cm, stipe height",,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,240748,Laminaria setchellii,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSB,LAMSETADSUB,LAMSETADSUB,,Laminaria,setchellii,Setchell's Kelp,,"This also includes individuals with stipe height >30cm, double counted as LAMSETAD",">30cm, total height",,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,240748,Laminaria setchellii,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSB,LAMSETADSUB,LAMSETAD+SUB,,Laminaria,setchellii,Setchell's Kelp,,"This also includes individuals with stipe height >30cm, double counted as LAMSETAD",">30cm, total height",,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,240748,Laminaria setchellii,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,VRG,LAMSETADSUB,Laminaria setchellii,LAMSET,Laminaria,setchellii,Setchell's Kelp,,"This also includes individuals with stipe height >30cm, double counted as LAMSETAD",">30cm, total height",,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,240748,Laminaria setchellii,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,HSU,LAMSPP,LAMSPP,,Laminaria,spp,Laminaria,,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,144199,Laminaria,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSB,LAMSPP,LAMSPP,,Laminaria,spp,Setchell's Kelp,,"After 2001, species were ID'd and counted separately. This species group was split in 2002 into L. farlowii and L. setchellii",,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,WoRMS,144199,Laminaria,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSC,LAMSPP,LAMSPP,,Laminaria,spp,Laminaria,,"After 2000, species were ID'd and counted separately. This species group was split in 2002 into L. farlowii and L. setchellii",,X,X,,,,,,,,,,,,,,,,,,,,,,,,,WoRMS,144199,Laminaria,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSC,LAMSTUMP,LAMSTUMP,,Laminariales,spp,Laminareales stump,,"Laminareales stump, presumably eaten by urchins. UCSC started recording this on 8/10/15 in response to newly abundant urchin grazing",,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,WoRMS,845,Laminariales,Chromista,Ochrophyta,Phaeophyceae,Laminariales,
SWATH,ALGAE,HSU,MACPYRAD,MACPYRAD,MACPYR,Macrocystis,pyrifera,Macrocystis,,,">1m, stipe height",,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,232231,Macrocystis pyrifera,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSB,MACPYRAD,MACPYR,MACPYR,Macrocystis,pyrifera,Macrocystis,,,">1m, stipe height",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,232231,Macrocystis pyrifera,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSB,MACPYRAD,MACPYRAD,MACPYR,Macrocystis,pyrifera,Macrocystis,,,">1m, stipe height",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,232231,Macrocystis pyrifera,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSC,MACPYRAD,MACPY,MACPYR,Macrocystis,pyrifera,Macrocystis,,"adult height > 1m (also used as a placeholder in swath data when no MACPYRAD were seen. The data shown are mean number of Macrocystis stipes/transect, not mean number of individuals",">1m, stipe height",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,232231,Macrocystis pyrifera,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSC,MACPYRAD,MACPYR,MACPYR,Macrocystis,pyrifera,Macrocystis,,"adult height > 1m (also used as a placeholder in swath data when no MACPYRAD were seen. The data shown are mean number of Macrocystis stipes/transect, not mean number of individuals",">1m, stipe height",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,232231,Macrocystis pyrifera,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSC,MACPYRAD,MACPYRAD,MACPYR,Macrocystis,pyrifera,Macrocystis,,"adult height > 1m (also used as a placeholder in swath data when no MACPYRAD were seen. The data shown are mean number of Macrocystis stipes/transect, not mean number of individuals",">1m, stipe height",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,232231,Macrocystis pyrifera,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSC,MACPYRAD,NA,MACPYR,Macrocystis,pyrifera,Macrocystis,,"adult height > 1m (also used as a placeholder in swath data when no MACPYRAD were seen. The data shown are mean number of Macrocystis stipes/transect, not mean number of individuals",">1m, stipe height",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,232231,Macrocystis pyrifera,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSC,MACPYRAD,NO ALGAE,MACPYR,Macrocystis,pyrifera,Macrocystis,,"adult height > 1m (also used as a placeholder in swath data when no MACPYRAD were seen. The data shown are mean number of Macrocystis stipes/transect, not mean number of individuals",">1m, stipe height",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,232231,Macrocystis pyrifera,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,VRG,MACPYRAD,Macrocystis pyrifera,MACPYR,Macrocystis,pyrifera,Macrocystis,,,">1m, stipe height",,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,232231,Macrocystis pyrifera,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSC,MACPYRREC,MACPYRJUV,,Macrocystis,pyrifera,"Macrocystis pyrifera, recruit (ruffle til split)",,"Added in 2023 to measure kelp recruitment - MACPYR recruit between the size at which it develops a ""ruffle"" making it identifyable to species, and the ""split"" when it developes two blades which defines it as MACPYRJUV.",,,,,,,,,,,,,,,,,,,,,,,,,,X,X,WoRMS,232231,Macrocystis pyrifera,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,HSU,MACPYRREC,MACPYRJUV,,Macrocystis,pyrifera,"Macrocystis pyrifera, recruit (ruffle til split)",,"Added in 2023 to measure kelp recruitment - MACPYR recruit between the size at which it develops a ""ruffle"" making it identifyable to species, and the ""split"" when it developes two blades which defines it as MACPYRJUV.",,,,,,,,,,,,,,,,,,,,,,,,,,X,X,WoRMS,232231,Macrocystis pyrifera,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSC,MACPYRJUV,MACPYRREC,,Macrocystis,pyrifera,"Macrocystis pyrifera, juvenile (split til 1m)",,"Added in 2023 to measure kelp recruitment - Macrocystis juvenile between the size at which it develops a ""split""  developing into two blades and the point when it reaches 1m stipe length","<1m, stipe height",,,,,,,,,,,,,,,,,,,,,,,,,X,X,WoRMS,232231,Macrocystis pyrifera,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,HSU,MACPYRJUV,MACPYRREC,,Macrocystis,pyrifera,"Macrocystis pyrifera, juvenile (split til 1m)",,"Added in 2023 to measure kelp recruitment - Macrocystis juvenile between the size at which it develops a ""split""  developing into two blades and the point when it reaches 1m stipe length","<1m, stipe height",,,,,,,,,,,,,,,,,,,,,,,,,X,X,WoRMS,232231,Macrocystis pyrifera,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,HSU,NEOFIM,AGAFIM,AGAFIM,Neoagarum,fimbriatum,Sieve/colander kelp,,,all sizes,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,1313053,Neoagarum fimbriatum,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Agaraceae
SWATH,ALGAE,UCSB,NEOFIM,AGAFIM,,Neoagarum,fimbriatum,Sieve/colander kelp,,,">10cm, width",,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,1313053,Neoagarum fimbriatum,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Agaraceae
SWATH,ALGAE,UCSB,NEOFIM,NEOFIM,,Neoagarum,fimbriatum,Sieve/colander kelp,,,">10cm, width",,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,1313053,Neoagarum fimbriatum,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Agaraceae
SWATH,ALGAE,UCSC,NEOFIM,AGAFIM,,Neoagarum,fimbriatum,Sieve/colander kelp,,,">10cm, width",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,1313053,Neoagarum fimbriatum,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Agaraceae
SWATH,ALGAE,UCSC,NEOFIM,NEOFIM,,Neoagarum,fimbriatum,Sieve/colander kelp,,,">10cm, width",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,1313053,Neoagarum fimbriatum,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Agaraceae
SWATH,ALGAE,VRG,NEOFIM,Agarum fimbriatum,,Neoagarum,fimbriatum,Sieve/colander kelp,,,">10cm, width",,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,1313053,Neoagarum fimbriatum,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Agaraceae
SWATH,ALGAE,HSU,NERLUE,NERLUE,NERLUE,Nereocystis,luetkeana,"Nereocystis, bull kelp",,,">1m, stipe height",,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,240752,Nereocystis luetkeana,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSB,NERLUE,NERLUE,NERLUE,Nereocystis,luetkeana,"Nereocystis, bull kelp",,,">1m, stipe height",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,240752,Nereocystis luetkeana,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
SWATH,ALGAE,UCSC,NERLUE,NERLUE,NERLUE,Nereocystis,luetkeana,"Nereocystis, bull kelp",,,">1m, stipe height",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,240752,Nereocystis luetkeana,Chromista,Ochrophyta,Phaeophyceae,Laminariales,Laminariaceae
